1748551836664,cbs,1,14,jaber5,276264508,276264508,11,0,100265,100403,14142,0.000,0.000,52WWoPya4dAXYgXZp5Wdq745QJR54dht,,0
1748551836726,cbs,1,14,jaber2,4283091810,4283091810,11,0,100237,100313,14146,0.000,0.000,j3ibRKmku65l9gzeezZo7vpn8piAr0vk,,0
1748551836768,cbs,1,14,jaber1,2714701316,2714701316,11,0,100193,100360,14152,0.000,0.000,QzPq58okZLEXBPB3dNApikl3trCaPkZD,,0
1748551836814,cbs,1,14,jaber9,1109641269,1109641269,11,0,100280,100329,14140,0.000,0.000,5CQQkdUw9x6Qw9xpYAeaprmvjfj0UlpE,,0
1748551836857,cbs,1,14,jaber4,1564167665,1564167665,11,0,100212,100296,14150,0.000,0.000,2A2SlBMV7NBif40TDKhooE6IKMk9wXUs,,0
1748551836923,cbs,1,14,jaber8,4177414311,4177414311,11,0,100231,100371,14147,0.000,0.000,edI50Glr0CrMi3MvvXZt1x0oxx0aKLAg,,0
1748551836932,cbs,1,14,jaber6,2441059126,2441059126,11,0,100148,100232,14159,0.000,0.000,Op0TvxzAETZKeD3FjmwD0p1gERkBYcaT,,0
1748551837036,cbs,1,14,jaber7,2880209601,2880209601,11,0,124622,130551,8241,0.000,0.000,v6oa2mcdQqDKeRap9baHszbejvs9xi2w,,0
1748551837176,cbs,1,14,jaber3,502208971,502208971,11,0,100163,100294,14156,0.000,0.000,fk24LSL5dvtufudVWc2Wd3csabdr9EMI,,0
1748551846665,nbc,1,14,jaber5,276264508,276264509,114,68,100150,104708,716764,14.177,0.343,52WWoPya4dAXYgXZp5Wdq745QJR54dht,,0
1748551846726,nbc,1,14,jaber2,4283091810,4283091811,114,49,100170,263894,293753,12.330,0.639,j3ibRKmku65l9gzeezZo7vpn8piAr0vk,,0
1748551846768,nbc,1,14,jaber1,2714701316,2714701317,112,53,100147,106307,711569,14.186,0.533,QzPq58okZLEXBPB3dNApikl3trCaPkZD,,0
1748551846815,nbc,1,14,jaber9,1109641269,1109641270,114,62,100167,104124,690199,14.190,0.472,5CQQkdUw9x6Qw9xpYAeaprmvjfj0UlpE,,0
1748551846857,nbc,1,14,jaber4,1564167665,1564167666,112,62,100156,117809,712114,13.981,0.493,2A2SlBMV7NBif40TDKhooE6IKMk9wXUs,,0
1748551846923,nbc,1,14,jaber8,4177414311,4177414312,114,25,100177,133660,703595,12.191,0.655,edI50Glr0CrMi3MvvXZt1x0oxx0aKLAg,,0
1748551846932,nbc,1,14,jaber6,2441059126,2441059127,4,61,100148,117665,709101,13.953,0.238,Op0TvxzAETZKeD3FjmwD0p1gERkBYcaT,,0
1748551847036,nbc,1,14,jaber7,2880209601,2880209602,112,51,100146,101912,713869,12.346,0.570,v6oa2mcdQqDKeRap9baHszbejvs9xi2w,,0
1748551847176,nbc,1,14,jaber3,502208971,502208972,112,70,100155,107396,716504,13.969,0.453,fk24LSL5dvtufudVWc2Wd3csabdr9EMI,,0
1748551856665,nbc,1,14,jaber5,276264508,276264509,114,0,100150,107741,347080,16.021,0.343,52WWoPya4dAXYgXZp5Wdq745QJR54dht,,0
1748551856727,nbc,1,14,jaber2,4283091810,4283091811,112,0,100167,102761,716530,16.344,0.639,j3ibRKmku65l9gzeezZo7vpn8piAr0vk,,0
1748551856768,nbc,1,14,jaber1,2714701316,2714701317,110,0,100147,106921,712238,16.234,0.533,QzPq58okZLEXBPB3dNApikl3trCaPkZD,,0
1748551856815,nbc,1,14,jaber9,1109641269,1109641270,114,0,100167,102834,617745,16.030,0.472,5CQQkdUw9x6Qw9xpYAeaprmvjfj0UlpE,,0
1748551856858,nbc,1,14,jaber4,1564167665,1564167666,112,0,100156,101134,712738,15.995,0.493,2A2SlBMV7NBif40TDKhooE6IKMk9wXUs,,0
1748551856923,nbc,1,14,jaber8,4177414311,4177414312,112,0,100177,104635,708053,16.399,0.655,edI50Glr0CrMi3MvvXZt1x0oxx0aKLAg,,0
1748551856932,nbc,1,14,jaber6,2441059126,2441059127,120,0,100148,102216,716397,15.983,0.238,Op0TvxzAETZKeD3FjmwD0p1gERkBYcaT,,0
1748551857037,nbc,1,14,jaber7,2880209601,2880209602,112,0,100146,152732,716746,16.383,0.570,v6oa2mcdQqDKeRap9baHszbejvs9xi2w,,0
1748551857176,nbc,1,14,jaber3,502208971,502208972,112,0,100155,101104,727380,16.007,0.453,fk24LSL5dvtufudVWc2Wd3csabdr9EMI,,0
1748551866665,nbc,1,14,jaber5,276264508,276264509,120,0,100150,105972,659393,16.268,0.343,52WWoPya4dAXYgXZp5Wdq745QJR54dht,,0
1748551866727,nbc,1,14,jaber2,4283091810,4283091811,114,2,100167,101872,701347,16.474,0.639,j3ibRKmku65l9gzeezZo7vpn8piAr0vk,,0
1748551866769,nbc,1,14,jaber1,2714701316,2714701317,112,0,100147,101702,697738,16.242,0.533,QzPq58okZLEXBPB3dNApikl3trCaPkZD,,0
1748551866815,nbc,1,14,jaber9,1109641269,1109641270,116,0,100167,102231,711092,16.316,0.472,5CQQkdUw9x6Qw9xpYAeaprmvjfj0UlpE,,0
1748551866858,nbc,1,14,jaber4,1564167665,1564167666,114,0,100156,103311,708557,16.254,0.493,2A2SlBMV7NBif40TDKhooE6IKMk9wXUs,,0
1748551866924,nbc,1,14,jaber8,4177414311,4177414312,114,0,100177,101856,710311,16.469,0.655,edI50Glr0CrMi3MvvXZt1x0oxx0aKLAg,,0
1748551866932,nbc,1,14,jaber6,2441059126,2441059127,118,0,100148,102558,712005,16.207,0.238,Op0TvxzAETZKeD3FjmwD0p1gERkBYcaT,,0
1748551867037,nbc,1,14,jaber7,2880209601,2880209602,114,26,100146,101087,723112,16.431,0.570,v6oa2mcdQqDKeRap9baHszbejvs9xi2w,,0
1748551867177,nbc,1,14,jaber3,502208971,502208972,114,0,100155,103379,718765,16.270,0.453,fk24LSL5dvtufudVWc2Wd3csabdr9EMI,,0
1748551876666,nbc,1,14,jaber5,276264508,276264509,4,0,100150,123700,640140,16.394,0.343,52WWoPya4dAXYgXZp5Wdq745QJR54dht,,0
1748551876727,nbc,1,14,jaber2,4283091810,4283091811,112,8,100167,126893,641508,14.503,0.639,j3ibRKmku65l9gzeezZo7vpn8piAr0vk,,0
1748551876769,nbc,1,14,jaber1,2714701316,2714701317,114,0,100147,126836,656370,16.352,0.533,QzPq58okZLEXBPB3dNApikl3trCaPkZD,,0
1748551876815,nbc,1,14,jaber9,1109641269,1109641270,114,0,100167,126098,659826,16.409,0.472,5CQQkdUw9x6Qw9xpYAeaprmvjfj0UlpE,,0
1748551876858,nbc,1,14,jaber4,1564167665,1564167666,114,0,100156,123815,634907,16.384,0.493,2A2SlBMV7NBif40TDKhooE6IKMk9wXUs,,0
1748551876924,nbc,1,14,jaber8,4177414311,4177414312,114,6,100177,126470,661851,14.523,0.655,edI50Glr0CrMi3MvvXZt1x0oxx0aKLAg,,0
1748551876933,nbc,1,14,jaber6,2441059126,2441059127,118,0,100148,129366,688338,16.296,0.238,Op0TvxzAETZKeD3FjmwD0p1gERkBYcaT,,0
1748551877037,nbc,1,14,jaber7,2880209601,2880209602,112,62,100146,114654,715681,14.562,0.570,v6oa2mcdQqDKeRap9baHszbejvs9xi2w,,0
1748551877177,nbc,1,14,jaber3,502208971,502208972,112,0,100155,124287,634275,16.399,0.453,fk24LSL5dvtufudVWc2Wd3csabdr9EMI,,0
1748551886666,nbc,1,14,jaber5,276264508,276264509,112,0,100150,118022,638631,16.245,0.343,52WWoPya4dAXYgXZp5Wdq745QJR54dht,,0
1748551886727,nbc,1,14,jaber2,4283091810,4283091811,112,58,100167,123766,716019,14.476,0.639,j3ibRKmku65l9gzeezZo7vpn8piAr0vk,,0
1748551886769,nbc,1,14,jaber1,2714701316,2714701317,112,0,100147,117815,678040,16.200,0.533,QzPq58okZLEXBPB3dNApikl3trCaPkZD,,0
1748551886816,nbc,1,14,jaber9,1109641269,1109641270,112,0,100155,117409,692990,16.258,0.472,5CQQkdUw9x6Qw9xpYAeaprmvjfj0UlpE,,0
1748551886858,nbc,1,14,jaber4,1564167665,1564167666,114,0,100156,119151,645290,16.235,0.493,2A2SlBMV7NBif40TDKhooE6IKMk9wXUs,,0
1748551886924,nbc,1,14,jaber8,4177414311,4177414312,112,60,100167,123711,716666,14.489,0.655,edI50Glr0CrMi3MvvXZt1x0oxx0aKLAg,,0
1748551886933,nbc,1,14,jaber6,2441059126,2441059127,122,72,100148,350802,439978,14.307,0.238,Op0TvxzAETZKeD3FjmwD0p1gERkBYcaT,,0
1748551887037,nbc,1,14,jaber7,2880209601,2880209602,130,70,100146,128145,709037,14.570,0.570,v6oa2mcdQqDKeRap9baHszbejvs9xi2w,,0
1748551887177,nbc,1,14,jaber3,502208971,502208972,112,0,100155,129457,687258,16.254,0.453,fk24LSL5dvtufudVWc2Wd3csabdr9EMI,,0
1748551932026,cbs,1,14,jaber1,1996281811,1996281811,11,0,100229,100307,14147,0.000,0.000,AhwVYZPPdOOTy8L0oqF0WrYVI6agoPVz,,0
1748551932105,cbs,1,14,jaber8,1459534111,1459534111,11,0,100181,100289,14154,0.000,0.000,XhKwflr6w7BOHe3mFZu0nR6yXY1Jjc1u,,0
1748551932133,cbs,1,14,jaber3,1905490020,1905490020,11,0,100141,100204,14160,0.000,0.000,giu2BqQSImLb2Kw51C0WowMnczsIWler,,0
1748551932143,cbs,1,14,jaber7,2557199629,2557199629,11,0,100179,100374,14154,0.000,0.000,BrauQ5QNbLeX3oPXxBVUoDHlPkC5BK9S,,0
1748551932322,cbs,1,14,jaber5,2756006433,2756006433,11,0,100180,100203,14154,0.000,0.000,BB2s35QIPAEOtVZIijZ3qooSBoG6rprp,,0
1748551932324,cbs,1,14,jaber9,1917934574,1917934574,11,0,100267,100337,14142,0.000,0.000,X5AEMqaoF8BCZmK3XxR0rMow4gk6y6TH,,0
1748551932332,cbs,1,14,jaber4,661803261,661803261,11,0,100185,100262,14153,0.000,0.000,lrVPwbBtoO3sJ7NYCsdUXE9araoQE9ZK,,0
1748551932395,cbs,1,14,jaber2,3807175046,3807175046,11,0,100170,100327,14155,0.000,0.000,YOmnWBMlTj3xvFYiYPx24iY3j4VLlOxx,,0
1748551932488,cbs,1,14,jaber6,83887528,83887528,11,0,100178,100348,14154,0.000,0.000,hrF8wt24Y92gMOa9oanl7HDvUajEOJje,,0
1748551942026,fox,1,14,jaber1,1996281811,1996281812,114,0,100226,102601,701588,16.162,0.370,AhwVYZPPdOOTy8L0oqF0WrYVI6agoPVz,,0
1748551942106,fox,1,14,jaber8,1459534111,1459534112,96,0,100181,115048,593607,15.062,1.335,XhKwflr6w7BOHe3mFZu0nR6yXY1Jjc1u,,0
1748551942134,fox,1,14,jaber3,1905490020,1905490021,114,0,100141,102921,700803,16.235,0.466,giu2BqQSImLb2Kw51C0WowMnczsIWler,,0
1748551942143,fox,1,14,jaber7,2557199629,2557199630,96,0,100162,115186,593104,15.036,1.192,BrauQ5QNbLeX3oPXxBVUoDHlPkC5BK9S,,0
1748551942322,fox,1,14,jaber5,2756006433,2756006434,114,0,100180,101374,674556,16.215,0.238,BB2s35QIPAEOtVZIijZ3qooSBoG6rprp,,0
1748551942324,fox,1,14,jaber9,1917934574,1917934575,96,0,100147,101814,581164,16.314,0.573,X5AEMqaoF8BCZmK3XxR0rMow4gk6y6TH,,0
1748551942332,fox,1,14,jaber4,661803261,661803262,108,0,100185,101164,675547,16.580,0.862,lrVPwbBtoO3sJ7NYCsdUXE9araoQE9ZK,,0
1748551942396,fox,1,14,jaber2,3807175046,3807175047,114,0,100170,102430,700463,16.336,0.655,YOmnWBMlTj3xvFYiYPx24iY3j4VLlOxx,,0
1748551942488,fox,1,14,jaber6,83887528,83887529,114,0,100178,114390,639156,15.083,1.287,hrF8wt24Y92gMOa9oanl7HDvUajEOJje,,0
